School Name,SAT Average Overall,% Male Students Completed within 2yrs,% Male Students Completed within 3yrs,% Male Students Completed within 4yrs,% Male Students Completed within 6yrs,% Male Students Completed within 8yrs,% Male Students Withdrawn by 2yrs,% Male Students Withdrawn by 3yrs,% Male Students Withdrawn by 4yrs,% Male Students Withdrawn by 6yrs,% Male Students Withdrawn by 8yrs,% Female Students Completed within 2yrs,% Female Students Completed within 3yrs,% Female Students Completed within 4yrs,% Female Students Completed within 6yrs,% Female Students Completed within 8yrs,% Female Students Withdrawn by 2yrs,% Female Students Withdrawn by 3yrs,% Female Students Withdrawn by 4yrs,% Female Students Withdrawn by 6yrs,% Female Students Withdrawn by 8yrs,School_Id,School Latitude,School Longitude
Alabama A & M University,954.0,4.07,8.13,17.64,24.46,25.57,37.35,35.4,42.42,41.88,35.42,4.71,17.82,25.94,35.75,31.8,29.71,25.18,28.76,23.31,19.67,10065400,3478.34,-8656.85
University of Alabama at Birmingham,1266.0,13.68,28.87,42.53,50.99,50.36,22.39,26.36,24.8,21.26,21.95,15.81,35.19,47.12,55.81,56.91,18.91,19.29,18.64,15.08,12.32,10066300,3350.57,-8679.93
University of Alabama in Huntsville,1300.0,6.24,23.53,34.67,48.11,47.63,21.94,26.34,31.4,23.56,21.44,15.98,35.01,39.39,48.01,51.02,19.8,17.9,23.15,14.54,10.17,10070600,3472.46,-8664.04
Alabama State University,955.0,5.45,8.79,19.45,25.0,22.3,39.81,46.44,38.9,40.26,35.51,3.86,16.52,28.17,36.87,32.3,28.43,31.68,27.49,21.69,19.84,10072400,3236.43,-8629.57
The University of Alabama,1244.0,10.72,36.7,53.26,58.25,55.64,13.47,15.87,15.95,16.34,15.77,11.3,48.02,60.55,64.64,60.68,9.29,10.02,10.93,9.1,9.08,10075100,3321.19,-8754.6
Auburn University at Montgomery,1069.0,7.58,18.24,19.14,27.47,28.47,35.35,29.18,29.43,28.67,23.61,11.52,23.67,31.98,33.09,33.94,25.44,20.87,20.18,20.0,15.88,10083000,3236.74,-8617.75
Birmingham-Southern College,1214.0,0.0,48.48,60.32,58.27,54.46,0.0,13.13,0.0,0.0,0.0,0.0,49.53,71.53,73.86,54.67,0.0,16.82,0.0,0.0,0.0,10093700,3351.38,-8685.06
Faulkner University,1042.0,19.44,28.28,29.05,25.62,23.1,32.92,34.11,30.58,34.57,32.55,22.82,36.65,39.29,37.0,36.17,30.66,28.18,24.39,26.19,21.77,10118900,3238.42,-8621.64
Huntingdon College,1111.0,10.49,32.69,44.91,50.49,35.78,15.43,22.12,19.16,13.24,21.57,19.27,56.67,58.18,65.29,52.3,15.1,10.67,13.94,10.0,14.94,10143500,3235.1,-8628.44
Jacksonville State University,1030.0,11.95,23.11,38.12,39.5,35.93,26.84,27.47,28.4,27.61,27.28,18.01,36.32,51.11,51.73,48.19,17.91,16.6,15.44,16.37,15.76,10148000,3382.29,-8576.53
University of West Alabama,1017.0,3.41,6.77,11.81,20.44,22.42,38.23,41.35,39.11,42.7,29.18,4.67,7.93,16.77,24.44,32.82,31.85,32.01,35.09,21.63,17.29,10158700,3258.81,-8818.63
Marion Military Institute,1146.0,0.0,29.33,36.23,32.32,0.0,38.0,36.0,24.64,23.17,0.0,0.0,26.53,37.5,34.21,0.0,38.0,22.45,32.5,28.95,0.0,10164800,3262.37,-8732.2
University of Montevallo,1131.0,0.0,8.7,29.35,45.03,37.32,30.5,45.96,34.24,30.89,24.88,0.0,16.09,43.78,58.51,50.13,23.61,40.11,23.06,13.91,18.55,10170900,3310.63,-8686.51
Samford University,1236.0,10.46,58.33,64.52,69.17,63.93,0.0,8.93,7.74,8.27,0.0,17.65,69.28,74.66,69.23,67.28,0.0,3.45,3.77,4.31,0.0,10204900,3346.41,-8679.18
University of South Alabama,1132.0,10.94,26.12,38.45,42.16,37.62,25.81,27.19,28.12,26.58,25.42,12.16,33.22,44.65,48.15,46.95,18.64,17.72,17.38,17.9,14.09,10209400,3069.6,-8817.87
Spring Hill College,1019.0,0.0,0.0,0.0,0.0,0.0,21.6,40.34,46.46,33.33,34.71,0.0,0.0,0.0,0.0,0.0,14.96,54.63,49.32,38.57,30.85,10223400,3069.48,-8813.82
Troy University,1082.0,9.9,17.05,25.49,24.52,26.75,30.67,34.53,36.11,39.78,31.95,10.35,21.86,29.96,28.33,31.19,25.79,27.7,28.46,29.67,23.23,10236800,3180.07,-8595.71
Tuskegee University,1080.0,0.0,16.88,34.62,39.38,45.22,20.36,22.36,16.67,17.76,20.0,0.0,32.99,51.89,54.68,51.42,11.74,12.11,13.35,12.32,8.1,10237700,3243.09,-8570.85
University of Alaska Fairbanks,1169.0,9.79,17.49,25.17,27.84,28.31,47.09,46.31,41.49,41.54,39.29,9.05,16.11,21.85,26.09,24.94,45.07,42.96,40.89,38.93,29.77,10261400,6485.76,-14782.31
University of Arizona,1230.0,11.27,34.22,47.05,54.95,55.75,16.9,17.2,16.37,13.89,12.26,12.24,39.8,52.32,59.96,60.23,12.32,13.13,11.89,9.18,7.53,10417900,3223.27,-11095.08
Embry-Riddle Aeronautical University-Prescott,1240.0,7.74,23.16,35.16,45.62,42.78,31.88,29.12,27.26,24.24,24.41,8.3,32.55,47.11,51.96,49.08,22.17,23.63,17.52,15.49,16.74,10458600,3461.68,-11244.97
Arizona Christian University,1043.0,13.33,26.15,21.71,21.21,30.12,24.0,21.54,0.0,24.24,19.28,12.24,29.07,50.0,35.62,39.29,21.43,23.26,0.0,26.03,17.86,10589900,3362.3,-11218.18
University of Arkansas at Little Rock,1119.0,11.98,20.66,25.54,27.39,29.03,34.32,38.32,38.86,38.6,31.4,13.2,25.47,30.9,34.0,34.03,25.98,27.68,27.62,24.94,22.8,10624500,3472.33,-9233.98
Lyon College,1163.0,0.0,0.0,0.0,39.74,38.55,18.95,39.62,31.53,28.21,0.0,0.0,0.0,0.0,47.37,52.88,19.74,43.04,31.33,14.74,0.0,10634200,3577.76,-9162.54
University of Arkansas,1188.0,10.75,37.79,50.48,52.68,51.31,15.29,16.18,18.55,18.27,17.66,13.33,47.21,58.28,60.2,56.85,10.1,12.09,12.44,11.18,10.51,10639700,3607.0,-9417.7
University of Arkansas at Pine Bluff,902.0,7.75,17.3,27.11,28.26,23.76,31.01,35.78,33.82,35.99,34.16,8.95,25.97,40.0,40.77,32.15,19.69,24.68,23.44,22.06,21.92,10641200,3424.4,-9201.87
Arkansas State University,1149.0,13.89,25.51,34.49,36.74,32.93,23.68,29.26,28.24,26.15,19.12,20.2,36.8,43.25,45.56,41.09,17.38,18.88,18.5,16.07,12.35,10645800,3584.24,-9068.0
University of Central Arkansas,1133.0,9.26,29.36,38.19,34.32,35.35,26.07,25.92,27.21,29.49,25.36,12.89,33.02,39.75,43.46,41.28,19.26,18.22,20.44,16.64,13.6,10670400,3507.79,-9245.77
Central Baptist College,1059.0,0.0,15.83,16.24,10.48,16.03,34.56,30.83,42.74,47.58,30.53,0.0,16.13,25.0,16.41,20.42,22.62,37.63,24.04,32.81,23.94,10671300,3508.38,-9244.5
Harding University,1183.0,5.06,29.03,54.29,55.5,45.77,14.79,12.1,11.87,15.07,15.49,10.32,35.71,61.8,67.97,58.52,7.96,5.31,8.05,7.3,7.97,10704400,3524.74,-9172.61
Henderson State University,1084.0,9.29,22.34,28.51,32.69,30.6,33.13,30.91,31.45,31.96,24.14,13.83,32.52,38.25,39.65,33.18,25.49,22.36,24.1,18.43,19.03,10707100,3412.82,-9305.97
Hendrix College,1286.0,0.0,53.85,60.31,55.56,65.79,0.0,10.0,0.0,0.0,0.0,0.0,62.9,63.5,75.0,63.64,0.0,8.87,0.0,0.0,0.0,10708000,3510.16,-9244.33
John Brown University,1231.0,16.67,55.1,60.34,68.68,56.5,21.01,17.69,17.24,14.84,17.04,24.15,57.38,64.12,64.59,65.75,13.56,12.7,13.36,15.18,11.64,10714100,3618.98,-9456.03
University of the Ozarks,1061.0,0.0,27.78,39.22,33.33,44.71,18.92,16.67,17.65,0.0,0.0,0.0,28.57,42.17,47.22,38.46,16.36,20.88,25.3,0.0,0.0,10755800,3547.63,-9346.72
Williams Baptist University,1100.0,0.0,38.03,33.33,44.74,25.64,41.28,23.94,26.67,14.47,21.79,0.0,36.54,35.38,38.78,41.28,15.71,21.15,18.46,14.29,19.27,10787700,3612.57,-9094.03
Southern Arkansas University Main Campus,1094.0,17.53,34.13,31.88,37.71,31.55,33.48,33.26,38.56,30.17,27.61,29.58,39.19,44.42,45.44,40.48,22.14,23.75,19.74,17.65,13.83,10798300,3329.16,-9323.59
Azusa Pacific University,1117.0,18.59,33.87,48.28,55.19,50.15,8.65,17.34,15.83,14.52,16.18,18.72,37.03,54.1,61.56,58.04,6.67,9.89,9.86,9.48,11.19,10978500,3413.0,-11788.84
Biola University,1228.0,9.29,50.17,58.48,66.08,65.43,17.65,13.15,11.07,9.36,8.24,9.76,48.04,64.52,73.91,70.92,10.1,10.28,9.34,3.37,4.03,11009700,3390.62,-11801.44
California Lutheran University,1200.0,21.04,57.6,63.24,58.97,64.86,11.0,10.82,10.28,11.72,13.41,25.96,63.06,72.55,70.26,68.82,5.74,6.58,4.79,8.16,8.43,11041300,3422.46,-11887.89
Chapman University,1318.0,11.56,61.5,72.45,74.29,64.67,8.78,11.86,12.95,9.0,15.24,16.37,74.89,78.75,74.62,73.6,7.78,6.56,5.0,6.38,8.45,11194800,3379.3,-11785.25
Concordia University-Irvine,1174.0,13.75,47.64,59.63,53.17,42.71,18.12,13.09,15.53,14.63,14.07,26.63,57.65,61.93,59.28,59.76,7.99,8.74,10.8,6.65,12.01,11207500,3365.37,-11781.23
Claremont McKenna College,1487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11226000,3410.22,-11771.12
Dominican University of California,1160.0,0.0,52.0,62.65,65.66,57.01,0.0,0.0,12.05,10.1,13.08,0.0,66.97,73.79,73.8,71.74,0.0,0.0,6.31,5.17,7.97,11369800,3798.13,-12251.21
Fresno Pacific University,1100.0,26.57,39.34,45.69,45.83,42.07,13.29,18.75,20.26,23.33,24.48,35.24,48.82,58.26,46.72,52.99,9.41,14.7,10.7,19.04,18.12,11481300,3672.68,-11973.52
Harvey Mudd College,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11540900,3410.65,-11770.98
University of La Verne,1028.0,21.33,40.81,50.73,49.13,46.38,17.03,21.55,21.7,19.59,20.81,24.44,50.82,56.22,58.53,54.7,13.52,14.24,13.49,15.32,16.88,11714000,3410.09,-11777.33
La Sierra University,1023.0,5.59,29.19,26.7,30.64,34.65,18.44,17.84,18.85,16.17,12.99,6.55,26.88,37.37,32.99,32.07,15.1,12.19,9.21,8.63,7.61,11762700,3391.07,-11750.01
Loyola Marymount University,1354.0,15.78,61.46,70.36,70.95,74.71,8.0,12.59,11.31,8.81,10.3,21.47,70.8,71.75,78.03,76.15,5.26,5.97,7.47,6.3,4.94,11794600,3397.08,-11841.57
Mills College,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11888800,3778.14,-12218.23
Occidental College,1422.0,0.0,67.44,80.0,81.3,78.99,10.62,0.0,0.0,0.0,0.0,0.0,83.14,82.86,88.77,80.66,8.42,0.0,0.0,0.0,0.0,12025400,3412.71,-11821.09
Otis College of Art and Design,1237.0,17.57,59.15,66.18,62.5,63.54,20.27,16.9,16.18,0.0,14.58,18.18,66.12,73.33,73.11,63.37,12.59,10.74,10.48,0.0,15.12,12040300,3395.66,-11841.66
Hope International University,1090.0,10.53,12.69,34.35,42.86,33.14,33.33,27.61,27.48,23.81,18.93,11.94,29.55,39.2,45.19,42.2,17.91,15.15,22.16,14.42,15.03,12053700,3387.62,-11788.57
University of the Pacific,1265.0,11.17,44.66,60.06,65.7,64.6,15.26,10.69,11.46,8.44,13.7,17.15,56.17,66.95,72.73,66.11,9.5,11.29,6.82,5.76,10.32,12088300,3798.14,-12131.23
Pepperdine University,1342.0,12.66,58.23,71.76,78.69,81.17,7.59,8.86,12.04,9.43,6.69,11.11,70.8,68.05,85.9,77.43,6.35,5.6,12.46,4.26,5.02,12115000,3403.78,-11870.71
Point Loma Nazarene University,1256.0,19.1,44.67,54.44,64.65,61.14,9.03,13.67,18.15,8.37,7.86,23.94,54.47,68.05,73.42,74.16,7.09,12.09,9.59,6.3,3.88,12130900,3271.84,-11725.03
Pomona College,1520.0,0.0,0.0,0.0,0.0,0.0,17.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,12134500,3409.9,-11771.46
University of Redlands,1231.0,10.15,45.13,56.1,64.6,55.56,12.92,20.58,14.98,11.89,22.22,15.63,57.41,71.24,69.45,59.15,9.21,15.63,8.55,10.06,15.26,12169100,3406.42,-11716.32
University of San Francisco,1305.0,17.14,58.71,71.47,68.96,64.2,7.75,8.26,9.22,8.52,13.92,13.1,63.89,73.67,75.14,69.0,5.06,4.57,6.3,6.96,9.38,12261200,3777.66,-12245.05
Santa Clara University,1418.0,11.11,75.43,84.06,81.87,80.45,4.9,0.0,0.0,3.51,4.25,11.11,87.42,89.76,85.79,84.65,3.97,0.0,0.0,3.55,3.96,12293100,3734.84,-12193.78
Scripps College,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12316500,3410.41,-11771.13
Vanguard University of Southern California,1098.0,5.78,8.85,14.29,41.53,51.32,22.54,48.44,42.31,22.95,16.23,4.63,8.97,11.98,49.88,56.83,17.98,48.81,42.51,14.32,11.23,12365100,3366.27,-11790.09
Southern California Institute of Architecture,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12395200,3404.42,-11823.28
University of Southern California,1484.0,19.36,66.2,81.43,85.86,86.07,9.85,8.0,9.79,6.6,6.76,22.82,75.93,85.8,89.28,89.99,6.75,5.67,6.49,3.82,3.86,12396100,3402.13,-11828.42
Thomas Aquinas College,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12429200,3442.9,-11908.71
Westmont College,1318.0,12.04,59.22,72.88,69.66,71.79,0.0,0.0,0.0,0.0,0.0,18.29,67.27,76.77,77.46,62.94,0.0,0.0,0.0,0.0,0.0,12572700,3445.02,-11966.25
Whittier College,1232.0,8.8,47.27,55.29,67.07,64.86,12.04,12.73,7.65,6.71,0.0,9.13,66.38,68.51,75.98,72.25,8.37,11.79,5.53,5.51,0.0,12576300,3397.88,-11803.23
Adams State University,1040.0,7.5,19.27,23.72,23.96,14.05,30.0,26.91,34.29,32.59,34.86,9.17,27.11,32.28,31.55,20.33,25.0,24.65,20.7,23.1,21.05,12618200,3747.36,-10587.96
University of Colorado Denver/Anschutz Medical Campus,1156.0,20.39,33.96,43.22,54.02,55.22,21.96,19.45,21.21,16.89,13.13,23.42,39.96,52.04,62.17,59.03,16.54,16.12,12.59,10.28,8.33,12656200,3974.51,-10483.77
University of Colorado Boulder,1292.0,8.07,31.69,43.93,56.03,62.08,15.54,22.07,27.41,17.35,12.06,7.43,32.88,44.03,61.34,60.91,12.89,27.06,26.17,11.99,9.84,12661400,4000.88,-10527.08
Colorado School of Mines,1399.0,13.26,57.06,76.7,79.87,78.49,6.81,6.65,6.33,0.0,0.0,7.35,59.78,78.79,84.71,81.08,5.71,7.07,5.05,0.0,0.0,12677500,3975.14,-10522.34
Colorado State University-Fort Collins,1205.0,12.43,38.94,55.06,62.58,61.25,16.86,16.31,17.53,14.79,15.15,10.91,44.31,55.88,65.65,63.04,12.09,13.19,15.59,9.27,9.79,12681800,4057.48,-10508.07
University of Denver,1324.0,10.12,57.48,67.85,71.59,66.45,10.98,13.95,12.68,9.86,10.65,11.31,63.11,70.19,67.98,69.94,9.94,11.09,8.46,8.88,8.96,12706000,3967.8,-10496.33
Fort Lewis College,1057.0,9.94,20.44,37.07,40.93,37.95,32.37,33.09,26.34,25.11,24.33,12.66,30.16,41.63,45.2,51.69,21.89,23.73,21.24,19.19,11.06,12718500,3727.59,-10786.74
Colorado Mesa University,1088.0,6.83,17.07,24.45,27.77,27.88,38.89,42.72,42.47,39.72,36.18,9.9,21.9,31.76,32.71,33.17,29.88,28.1,28.8,30.45,25.9,12755600,3908.06,-10855.33
Metropolitan State University of Denver,1037.0,10.62,20.0,26.65,29.68,31.07,35.86,36.13,35.69,36.72,32.59,13.72,26.67,34.04,40.3,38.0,27.14,24.48,24.68,22.95,21.92,12756500,3974.42,-10500.5
University of Northern Colorado,1104.0,11.41,33.33,44.91,49.61,43.99,19.01,21.41,22.33,17.71,17.27,17.35,42.45,52.66,57.98,53.36,12.59,12.31,12.59,9.24,9.66,12774100,4041.09,-10469.28
Regis University,1174.0,11.34,18.43,29.8,37.91,40.87,25.77,37.16,29.23,24.43,25.0,18.66,29.73,45.79,55.01,46.95,18.32,33.11,22.51,16.5,17.68,12791800,3978.82,-10503.08
Colorado State University Pueblo,1046.0,11.69,21.4,33.96,36.57,24.16,25.84,26.44,25.19,25.0,17.06,16.85,32.11,41.27,45.67,28.67,18.32,15.64,18.57,13.78,8.98,12810600,3830.86,-10457.9
United States Air Force Academy,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12832800,3901.1,-10489.14
Western Colorado University,1143.0,10.2,25.18,32.95,47.76,41.41,23.92,26.6,31.03,18.66,19.53,10.93,35.45,46.83,50.0,41.44,19.13,22.75,21.95,15.82,14.36,12839100,3854.99,-10691.91
University of Bridgeport,1040.0,12.34,31.22,35.37,39.15,41.85,22.55,20.25,28.38,22.42,19.38,20.26,40.67,45.1,51.43,52.43,17.22,15.85,19.22,13.66,13.48,12874400,4116.47,-7319.02
Central Connecticut State University,1067.0,13.12,31.86,45.64,56.2,52.86,19.24,17.82,19.28,18.98,17.07,17.69,46.53,55.49,61.38,57.87,14.43,11.89,10.99,10.09,11.0,12877100,4169.25,-7276.6
Connecticut College,1416.0,0.0,80.46,80.61,87.23,82.46,0.0,0.0,0.0,0.0,0.0,0.0,82.95,81.71,87.12,82.95,0.0,0.0,0.0,0.0,0.0,12890200,4137.98,-7210.73
University of Connecticut,1337.0,12.79,56.6,69.08,73.22,70.38,10.29,10.33,9.66,8.67,8.4,17.19,64.55,78.02,78.81,75.7,6.27,6.71,5.27,5.47,4.5,12902000,4180.91,-7224.99
Fairfield University,1315.0,5.22,71.43,78.3,80.0,79.55,0.0,0.0,5.53,0.0,0.0,10.33,74.24,84.84,83.21,78.0,0.0,0.0,2.69,0.0,0.0,12924200,4115.77,-7325.59
University of Hartford,1185.0,5.77,35.78,50.26,54.99,49.43,18.51,17.89,15.53,11.89,11.58,9.36,43.93,52.06,58.33,55.49,10.85,14.94,12.09,9.36,7.46,12952500,4179.86,-7271.52
University of New Haven,1200.0,5.88,45.84,60.57,58.81,56.76,20.35,16.63,14.15,14.39,11.69,7.3,56.62,64.84,58.74,62.09,8.6,8.3,7.88,8.22,6.98,12994100,4129.13,-7296.15
University of Saint Joseph,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13031400,4178.1,-7272.97
Trinity College,1409.0,0.0,73.91,80.43,85.6,78.46,0.0,0.0,0.0,0.0,0.0,0.0,85.61,84.56,86.21,86.67,0.0,0.0,0.0,0.0,0.0,13059000,4174.75,-7269.09
United States Coast Guard Academy,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13062400,4137.58,-7210.16
Wesleyan University,1426.0,0.0,90.79,92.59,85.52,87.19,0.0,0.0,0.0,0.0,0.0,0.0,92.12,92.11,92.81,91.63,0.0,0.0,0.0,0.0,0.0,13069700,4155.47,-7265.71
Yale University,1526.0,0.0,83.8,85.96,92.89,88.64,22.48,10.19,0.0,0.0,0.0,0.0,84.47,88.73,93.1,91.71,24.2,7.77,0.0,0.0,0.0,13079400,4131.12,-7292.67
University of Delaware,1260.0,12.05,54.25,70.0,76.61,75.26,10.45,10.83,11.04,7.56,7.49,10.6,69.23,77.97,80.37,81.27,4.84,5.26,5.74,4.43,3.18,13094300,3967.96,-7575.28
American University,1381.0,10.25,64.29,71.24,75.53,75.0,7.29,7.14,7.87,6.41,7.74,11.43,71.21,77.12,79.08,76.66,6.47,4.42,4.69,3.95,3.51,13115900,3893.6,-7708.89
Gallaudet University,941.0,10.61,21.99,44.44,54.62,50.78,31.06,28.37,21.43,25.21,22.66,16.4,33.95,55.2,64.58,66.06,19.05,18.52,15.2,18.06,15.6,13145000,3890.74,-7699.37
George Washington University,1419.0,21.07,52.74,72.56,76.52,73.25,7.43,21.23,8.59,7.42,7.72,22.33,64.8,80.06,79.46,77.73,4.92,16.15,6.32,6.7,6.14,13146900,3889.92,-7704.84
Georgetown University,1488.0,11.28,82.55,86.8,89.81,89.3,7.62,4.36,3.63,0.0,0.0,11.41,85.31,89.66,89.71,85.63,7.44,3.26,2.64,0.0,0.0,13149600,3890.88,-7707.35
Howard University,1181.0,3.08,33.09,30.46,49.07,52.22,18.68,21.69,25.57,24.22,18.11,5.29,41.93,43.35,58.76,55.01,11.17,20.65,21.33,11.9,11.77,13152000,3892.24,-7701.9
The Baptist College of Florida,1015.0,0.0,0.0,43.1,34.25,44.94,0.0,0.0,29.31,34.25,0.0,0.0,0.0,52.73,54.72,48.21,0.0,0.0,23.64,22.64,0.0,13240800,3096.27,-8550.39
Bethune-Cookman University,910.0,2.79,14.15,23.11,28.62,34.63,39.72,33.91,36.29,31.86,25.88,3.41,18.21,29.45,38.21,38.63,28.72,26.67,24.51,18.78,12.97,13260200,2920.72,-8103.29
Lynn University,1121.0,27.08,34.65,45.7,48.05,56.25,32.92,25.2,18.54,0.0,9.03,36.87,54.72,52.97,63.19,55.09,21.2,15.09,12.38,0.0,8.98,13265700,2638.6,-8012.28
Johnson University Florida,959.0,9.15,37.41,35.09,28.4,31.58,26.14,24.46,33.92,30.77,28.95,12.98,45.22,42.06,31.87,38.41,22.14,13.91,26.19,30.63,20.12,13287900,2830.25,-8136.31
University of Central Florida,1271.0,19.08,30.95,37.63,50.81,63.81,11.22,12.75,16.07,18.83,10.97,26.14,36.18,42.58,58.82,70.12,7.8,11.58,13.14,13.57,6.78,13290300,2860.22,-8120.09
Embry-Riddle Aeronautical University-Daytona Beach,1240.0,7.74,23.16,35.16,45.62,42.78,31.88,29.12,27.26,24.24,24.41,8.3,32.55,47.11,51.96,49.08,22.17,23.63,17.52,15.49,16.74,13355300,2918.99,-8104.84
Florida Agricultural and Mechanical University,1068.0,8.69,25.32,37.29,39.94,44.28,23.36,21.05,22.88,27.52,21.82,13.15,34.57,47.57,55.54,51.05,14.59,14.19,15.03,15.91,12.21,13365000,3042.85,-8429.02
Florida Atlantic University,1119.0,20.88,38.67,49.29,55.19,55.62,13.8,16.04,14.3,13.34,14.22,27.86,48.12,54.21,60.1,60.74,11.08,9.06,8.64,7.85,8.29,13366900,2637.24,-8010.3
Flagler College,1102.0,16.14,46.61,58.15,55.62,56.11,14.57,17.19,12.22,13.07,10.0,24.66,50.0,62.52,59.62,62.34,10.2,10.31,8.66,9.43,6.13,13371100,2989.27,-8131.49
Florida College,1091.0,28.36,40.28,31.88,24.1,29.11,0.0,25.0,28.99,22.89,22.78,26.32,57.89,54.65,46.05,43.01,0.0,17.11,13.95,18.42,18.28,13380900,2803.49,-8238.33
Florida Institute of Technology,1254.0,8.73,30.77,32.22,29.03,26.41,26.19,27.72,30.86,29.57,28.74,12.03,21.34,22.35,16.71,12.15,33.61,33.08,33.86,29.16,25.94,13388100,2806.58,-8062.29
Florida International University,1155.0,22.45,37.7,46.72,50.92,52.57,15.04,15.78,17.0,17.51,17.02,28.34,47.86,55.1,56.12,60.14,10.33,11.38,12.0,12.01,9.39,13395100,2575.73,-8037.39
Florida Southern College,1268.0,12.27,53.27,58.88,61.46,61.54,12.73,9.05,6.09,7.8,10.58,14.85,58.9,66.32,63.85,60.06,6.26,7.67,7.11,4.1,5.54,13407900,2803.24,-8194.82
Florida State University,1280.0,22.2,51.45,69.07,75.91,70.97,7.41,7.49,7.39,6.71,9.27,23.22,58.26,75.9,79.88,76.87,4.37,4.22,3.85,4.18,5.12,13409700,3044.08,-8429.19
University of Florida,1396.0,22.13,48.75,70.82,80.76,83.47,6.67,8.32,7.91,6.55,5.52,23.81,57.67,76.55,85.4,88.22,4.69,6.14,5.67,3.82,3.0,13413000,2964.63,-8234.79
Jacksonville University,1135.0,15.69,38.18,37.78,38.44,41.28,14.9,21.09,15.56,18.21,13.95,22.72,48.54,47.44,53.44,50.18,9.55,12.71,12.64,10.51,10.36,13494500,3035.32,-8160.46
University of Miami,1402.0,15.92,59.66,67.48,73.04,71.43,8.16,8.41,14.39,8.82,8.51,23.19,73.83,75.54,79.7,78.94,6.43,4.82,9.59,4.44,3.61,13572600,2572.13,-8027.87
University of North Florida,1113.0,16.82,37.63,48.85,55.47,58.57,18.9,13.94,14.74,15.82,14.72,22.52,43.18,58.29,62.26,61.71,10.5,10.74,9.13,9.56,8.72,13617200,3027.19,-8150.91
Nova Southeastern University,1187.0,24.47,50.55,55.88,57.68,41.09,13.9,12.18,11.18,16.52,15.45,33.72,54.69,61.05,60.89,48.04,9.45,8.46,7.33,7.82,9.58,13621500,2607.93,-8024.25
Palm Beach Atlantic University,1139.0,7.69,32.58,37.78,37.15,42.53,20.09,23.03,25.78,19.76,18.01,12.05,35.52,48.59,49.38,55.71,13.18,17.27,11.97,12.81,9.42,13633000,2670.44,-8005.25
Saint Leo University,1063.0,17.21,26.9,30.03,39.78,44.51,38.73,37.09,35.3,27.26,22.85,17.05,27.82,28.21,36.29,40.26,33.54,28.67,31.0,24.0,19.73,13703200,2833.68,-8225.78
University of South Florida,1245.0,25.51,41.46,54.5,63.16,64.22,11.91,13.31,16.36,13.48,12.72,32.59,51.44,62.25,70.65,68.45,8.53,9.84,11.34,7.79,8.17,13735100,2806.15,-8241.32
St. Thomas University,971.0,14.93,38.71,40.18,53.77,42.95,22.39,20.97,16.07,16.98,21.48,26.29,47.85,41.96,46.27,48.57,19.12,14.72,10.71,14.93,9.71,13747600,2592.21,-8025.33
Stetson University,1207.0,9.71,49.43,58.36,57.86,62.55,12.62,11.49,10.92,11.43,8.37,14.22,57.45,58.26,64.94,62.86,12.75,6.01,6.78,6.59,5.71,13754600,2903.55,-8130.07
Southeastern University,1112.0,14.97,27.76,35.94,31.47,33.22,39.21,33.88,26.56,27.61,31.49,20.33,33.8,48.85,44.67,36.42,25.49,25.9,19.83,18.01,19.94,13756400,2802.97,-8191.84
The University of Tampa,1184.0,12.27,49.25,54.55,50.16,48.86,11.75,10.18,12.99,11.76,16.67,9.73,52.85,58.2,59.91,46.64,8.78,6.32,6.35,6.26,10.2,13784700,2794.85,-8246.48
Trinity Baptist College,990.0,0.0,15.07,20.22,31.03,20.69,32.84,36.99,46.07,33.33,0.0,0.0,30.91,26.0,30.0,38.89,25.93,20.0,26.0,20.0,0.0,13795300,3031.12,-8179.63
