School Name,SAT Average Overall,"% IndepStudents, LowIncome $0-$30,000",% Independent Students,"% DepStudents, LowIncome $0-$30,000","% aided students family income $0-$30,000",% First Generation Students,"% First Gen, Parents w/College","% First Gen, Parents w/MiddleSchool","% First Gen, Parents w/HighSchool","% FirstGenStudents, Completed 2 Years","% FirstGenStudents, Completed 3 Years","% FirstGenStudents, Completed 4 Years","% FirstGenStudents, Completed 6 Years","% FirstGenStudents, Completed 8 Years",% Students W/Bachelors Degree at 25 Years Old,% Students Born Within the U.S.,% Population of White Students by ZIP Code,% Population of Hispanic Students by ZIP Code,% Population of Black Students by ZIP Code,% Population of Asian Students by ZIP Code,% Students W/Professional Deg at 25YrsbyZIP,% IndepStudents Completed 2 Years,% IndepStudents Completed 3 Years,% IndepStudents Completed 4 Years,% IndepStudents Completed 6 Years,% IndepStudents Completed 8 Years,% IndepStudents Withdrawn 2 Years,% IndepStudents Withdrawn 3 Years,% IndepStudents Withdrawn 4 Years,% IndepStudents Withdrawn 6 Years,% IndepStudents Withdrawn 8 Years,% DepStudents Completed 2 Years,% DepStudents Completed 3 Years,% DepStudents Completed 4 Years,% DepStudents Completed 6 Years,% DepStudents Completed 8 Years,% DepStudents Withdrawn 2 Years,% DepStudents Withdrawn 3 Years,% DepStudents Withdrawn 4 Years,% DepStudents Withdrawn 6 Years,% DepStudents Withdrawn 8 Years,% NonFirstGenStudents Completed 2 Years,% NonFirstGenStudents Completed 3 Years,% NonFirstGenStudents Completed 4 Years,% NonFirstGenStudents Completed 6 Years,% NonFirstGenStudents Completed 8 Years,% NonFirstGenStudents Withdrawn 2 Years,% NonFirstGenStudents Withdrawn 3 Years,% NonFirstGenStudents Withdrawn 4 Years,% NonFirstGenStudents Withdrawn 6 Years,% NonFirstGenStudents Withdrawn 8 Years,% FirstGenStudents Completed 2 Years,% FirstGenStudents Completed 3 Years,% FirstGenStudents Completed 4 Years,% FirstGenStudents Completed 6 Years,% FirstGenStudents Completed 8 Years,% FirstGenStudents Withdrawn 2 Years,% FirstGenStudents Withdrawn 3 Years,% FirstGenStudents Withdrawn 4 Years,% FirstGenStudents Withdrawn 6 Years,% FirstGenStudents Withdrawn 8 Years,id,Latitude,Longitutde
Loyola Marymount University,1354.0,75.68,10.16,21.39,26.91,22.4,77.6,2.39,20.01,5.27,10.08,10.18,8.33,8.45,2125.0,7497.0,6251.0,2417.0,782.0,1201.0,1248.0,51.37,53.28,62.39,64.95,63.24,0.0,12.41,0.0,0.0,17.65,14.33,69.34,72.18,76.28,76.43,0.0,7.92,0.0,0.0,6.45,16.25,69.13,74.3,76.22,75.25,6.54,7.01,7.23,6.67,7.52,22.18,65.22,68.39,74.22,75.83,6.18,10.08,10.71,7.95,6.88,11794600,3397.08,-11841.57
Mills College,1395.0,82.27,32.34,30.17,47.02,33.15,66.85,4.58,28.57,0.0,0.0,0.0,11.68,12.64,2168.0,7739.0,6232.0,1769.0,1054.0,1297.0,1410.0,19.75,38.54,44.16,44.32,70.87,22.22,16.67,28.57,15.91,0.0,6.71,45.18,20.27,50.88,69.73,15.24,16.27,37.16,9.73,0.0,0.0,41.03,31.82,42.74,74.56,21.52,15.38,40.91,11.11,0.0,0.0,43.48,27.04,52.79,67.24,15.66,16.85,31.45,11.68,0.0,11888800,3778.14,-12218.23
Occidental College,1422.0,0.0,0.0,0.0,21.13,17.59,82.41,2.96,14.63,0.0,0.0,0.0,0.0,11.02,2153.0,7810.0,6843.0,1976.0,640.0,1025.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.97,80.98,88.64,81.25,8.76,0.0,0.0,0.0,0.0,0.0,74.19,82.39,82.09,77.95,9.92,0.0,0.0,0.0,0.0,12025400,3412.71,-11821.09
Otis College of Art and Design,1237.0,0.0,16.47,0.0,40.72,24.19,75.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,7223.0,6229.0,2597.0,732.0,1267.0,1186.0,34.15,62.5,69.7,50.0,66.04,0.0,0.0,0.0,0.0,0.0,14.2,63.75,70.71,73.86,62.79,0.0,0.0,0.0,0.0,0.0,18.68,68.49,71.19,68.06,66.67,13.19,0.0,0.0,0.0,12.75,17.46,60.5,70.18,69.75,61.45,16.67,0.0,0.0,0.0,16.27,12040300,3395.66,-11841.66
Hope International University,1090.0,63.2,24.27,27.18,35.92,38.63,61.37,2.21,36.42,0.0,0.0,0.0,0.0,0.0,1600.0,7914.0,6806.0,2744.0,497.0,830.0,789.0,0.0,23.08,33.33,37.61,31.09,24.19,30.77,33.33,29.36,26.89,0.0,20.56,38.64,46.82,41.26,25.27,19.16,20.91,14.23,11.66,0.0,23.44,44.59,46.23,52.78,33.9,0.0,20.27,22.64,0.0,0.0,20.3,34.76,43.33,33.7,22.22,0.0,25.75,17.04,0.0,12053700,3387.62,-11788.57
University of the Pacific,1265.0,79.75,12.17,28.95,35.13,35.02,64.98,6.21,28.81,0.0,0.0,4.67,6.83,8.21,1794.0,7945.0,6407.0,2010.0,559.0,1380.0,974.0,36.73,52.17,75.21,68.6,58.97,0.0,11.96,0.0,0.0,13.68,11.69,51.36,62.22,69.62,66.44,0.0,10.89,0.0,0.0,11.54,14.62,51.69,61.48,73.26,72.56,12.69,12.56,9.34,5.21,8.66,14.55,51.38,65.42,67.53,62.05,11.68,10.32,8.41,7.93,13.33,12088300,3798.14,-12131.23
Pepperdine University,1342.0,59.84,12.07,21.26,25.91,17.62,82.38,2.28,15.34,0.0,0.0,7.02,6.06,6.69,2177.0,8154.0,7374.0,1725.0,574.0,788.0,1217.0,38.67,58.9,57.97,72.22,73.0,0.0,15.07,24.64,13.89,14.0,7.96,66.6,71.3,84.49,80.35,0.0,5.77,10.43,5.29,3.93,9.85,65.02,72.47,83.28,82.48,7.46,7.26,11.15,0.0,4.01,13.93,66.3,66.12,82.83,75.7,6.07,6.59,13.64,0.0,7.39,12115000,3403.78,-11870.71
Point Loma Nazarene University,1256.0,55.06,28.62,18.65,29.07,29.31,70.69,3.64,25.67,0.0,4.41,6.94,9.77,11.45,1784.0,8258.0,7291.0,2193.0,395.0,709.0,966.0,49.31,65.6,71.9,73.63,60.0,9.72,11.7,10.48,0.0,0.0,8.51,44.69,60.7,69.53,69.97,6.74,13.02,12.98,0.0,0.0,13.47,50.83,60.5,71.98,70.42,6.29,8.89,14.42,5.6,4.93,27.99,51.47,65.94,68.97,68.37,8.69,15.07,10.85,8.05,5.72,12130900,3271.84,-11725.03
Pomona College,1520.0,0.0,0.0,0.0,36.98,29.92,70.08,4.1,25.82,0.0,0.0,0.0,0.0,0.0,2105.0,8034.0,6877.0,1851.0,901.0,861.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,12134500,3409.9,-11771.46
University of Redlands,1231.0,43.45,28.05,22.04,28.05,35.23,64.77,5.34,29.9,0.0,2.57,8.58,11.62,12.36,1623.0,8201.0,6903.0,2576.0,591.0,659.0,992.0,28.48,56.04,62.76,54.02,55.08,20.61,12.09,17.86,17.82,20.0,9.41,50.64,65.62,75.62,60.0,8.13,19.96,8.6,6.54,16.32,12.4,51.36,70.43,69.31,56.15,7.85,17.73,8.26,7.59,17.69,13.82,52.57,61.85,66.45,58.65,12.0,17.76,12.87,12.44,18.2,12169100,3406.42,-11716.32
University of San Francisco,1305.0,67.49,13.21,23.83,29.6,28.01,71.99,4.22,23.8,0.0,5.01,5.57,7.82,9.06,2270.0,7520.0,6228.0,1730.0,636.0,1702.0,1297.0,46.38,61.8,71.82,65.38,50.65,10.14,9.55,9.39,12.5,19.48,10.62,62.18,73.18,74.88,71.77,5.44,5.24,6.82,6.28,8.58,13.77,63.93,71.82,74.76,69.73,4.99,4.96,6.24,6.49,8.35,14.84,60.95,73.73,71.93,65.97,6.54,6.38,7.96,8.13,12.48,12261200,3777.66,-12245.05
Santa Clara University,1418.0,57.33,7.56,14.61,17.84,16.51,83.49,2.36,14.15,0.0,8.06,7.79,6.53,7.4,2392.0,7615.0,6528.0,1743.0,404.0,1653.0,1496.0,32.5,38.64,36.36,37.7,46.25,0.0,0.0,0.0,0.0,0.0,9.78,86.14,91.24,88.25,87.0,0.0,0.0,0.0,0.0,0.0,10.36,84.59,90.46,86.09,84.96,0.0,0.0,0.0,2.88,3.82,12.27,78.67,82.38,80.76,79.88,0.0,0.0,0.0,4.47,4.44,12293100,3734.84,-12193.78
Scripps College,1456.0,0.0,8.74,0.0,19.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,8194.0,7336.0,1641.0,478.0,926.0,1563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.59,82.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.41,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12316500,3410.41,-11771.13
Vanguard University of Southern California,1098.0,68.37,20.67,30.42,38.27,35.88,64.12,3.88,32.0,0.0,0.0,12.36,12.13,12.52,1819.0,7882.0,6981.0,2546.0,399.0,831.0,933.0,0.0,28.8,18.7,45.51,59.22,21.43,36.0,36.59,23.95,15.53,0.0,3.36,10.94,48.05,53.15,18.93,52.24,44.27,14.25,11.76,0.0,7.14,11.9,49.09,53.07,21.13,47.02,43.45,15.15,13.97,0.0,9.68,13.22,46.68,55.67,18.84,49.38,41.95,17.62,12.52,12365100,3366.27,-11790.09
Southern California Institute of Architecture,1295.0,0.0,48.39,0.0,54.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.0,6387.0,5714.0,3584.0,628.0,1489.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12395200,3404.42,-11823.28
University of Southern California,1484.0,88.05,9.02,31.03,36.17,24.72,75.28,3.64,21.08,0.0,0.97,2.54,3.58,4.17,2107.0,7355.0,6433.0,2337.0,634.0,1285.0,1274.0,45.03,66.52,73.4,78.9,76.45,8.9,7.83,11.17,9.28,7.85,19.04,72.16,84.78,88.56,89.31,8.21,6.59,7.71,4.74,5.01,17.12,74.02,83.44,89.73,89.71,9.38,6.02,8.61,3.84,4.08,24.92,69.22,84.11,85.41,86.36,7.21,7.39,7.45,6.57,6.54,12396100,3402.13,-11828.42
Thomas Aquinas College,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,8731.0,7946.0,1661.0,482.0,393.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12429200,3442.9,-11908.71
Westmont College,1318.0,0.0,2.21,0.0,16.5,16.88,83.12,0.0,0.0,0.0,0.0,0.0,12.62,18.7,2116.0,8301.0,7642.0,1859.0,298.0,721.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,69.43,76.51,77.34,71.34,0.0,0.0,0.0,0.0,10.37,17.27,56.76,72.9,70.87,60.16,0.0,0.0,0.0,0.0,11.38,12572700,3445.02,-11966.25
Whittier College,1232.0,0.0,5.0,0.0,24.87,33.53,66.47,3.88,29.64,0.0,0.0,6.57,5.94,10.62,1783.0,7548.0,6247.0,3404.0,423.0,1113.0,1024.0,35.48,54.55,54.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,58.6,63.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,55.56,65.65,76.52,67.5,0.0,11.11,0.0,0.0,0.0,9.73,59.57,61.68,70.63,69.52,0.0,12.64,0.0,0.0,0.0,12576300,3397.88,-11803.23
Adams State University,1040.0,80.54,26.03,34.36,46.38,41.51,58.49,5.24,36.28,0.0,4.06,5.91,9.59,14.54,1461.0,9270.0,7654.0,3063.0,296.0,131.0,805.0,15.93,29.69,29.24,23.16,18.37,24.78,27.34,30.41,32.2,30.2,6.14,21.23,27.23,29.24,16.94,28.5,25.38,26.76,26.44,26.34,8.33,23.93,32.86,34.44,21.6,21.67,20.51,28.57,23.18,23.46,8.25,22.86,26.26,25.93,16.29,29.5,27.14,27.57,29.13,28.59,12618200,3747.36,-10587.96
University of Colorado Denver/Anschutz Medical Campus,1156.0,66.33,40.33,29.39,44.29,37.94,62.06,5.66,32.28,2.18,4.53,5.9,10.14,12.59,2415.0,8918.0,8162.0,1528.0,494.0,308.0,1209.0,34.48,46.2,51.71,60.34,60.34,18.57,15.82,15.85,12.45,11.06,14.53,31.45,45.81,57.52,55.06,19.13,18.7,16.65,13.53,9.73,24.75,42.06,49.93,63.6,61.81,18.09,16.24,15.82,11.5,9.34,21.02,35.45,47.53,56.46,55.45,19.25,18.08,16.52,13.8,10.78,12656200,3974.51,-10483.77
University of Colorado Boulder,1292.0,80.3,10.42,19.06,25.44,20.36,79.64,2.25,18.11,0.0,4.23,8.34,10.72,14.42,2648.0,9021.0,8616.0,1064.0,298.0,338.0,1563.0,22.67,34.13,46.5,52.78,55.26,15.33,21.63,20.75,16.67,15.88,5.74,31.99,43.66,59.36,62.44,14.14,24.73,27.57,14.54,10.26,6.88,35.99,46.27,64.11,65.81,14.42,24.27,27.74,12.63,9.1,8.73,28.4,41.58,52.93,57.1,14.14,24.46,25.82,16.99,12.92,12661400,4000.88,-10527.08
Colorado School of Mines,1399.0,75.71,12.04,11.83,19.52,15.45,84.55,1.25,14.2,0.0,0.0,7.8,6.55,7.94,2189.0,9205.0,8645.0,1215.0,287.0,233.0,1121.0,38.68,62.92,76.47,75.28,78.87,9.43,11.24,0.0,0.0,0.0,7.18,57.02,77.48,82.02,79.1,6.01,6.09,0.0,0.0,0.0,10.48,58.91,82.96,82.56,81.49,6.38,6.46,4.47,4.94,5.37,12.61,56.31,70.21,79.31,76.51,6.59,7.17,7.8,5.52,4.44,12677500,3975.14,-10522.34
Colorado State University-Fort Collins,1205.0,72.59,16.85,16.75,26.16,24.21,75.79,2.07,22.15,0.0,3.19,6.87,8.4,11.06,2358.0,9228.0,8703.0,1111.0,259.0,246.0,1259.0,26.21,46.89,53.0,61.1,60.57,15.95,14.55,16.88,13.38,13.36,8.42,40.83,56.05,64.93,62.57,13.88,14.58,16.4,11.45,12.02,12.19,45.18,59.7,68.01,67.38,12.39,11.68,14.48,9.3,10.5,11.14,39.28,52.14,61.44,58.33,15.72,16.92,18.1,13.66,13.58,12681800,4057.48,-10508.07
University of Denver,1324.0,65.45,7.49,17.89,21.46,19.03,80.97,2.21,16.82,0.0,4.12,6.48,11.51,7.85,2486.0,8977.0,8365.0,1221.0,423.0,340.0,1391.0,33.33,57.38,56.16,58.47,49.62,16.67,0.0,17.81,14.41,20.3,8.77,61.25,70.5,71.31,72.45,9.78,0.0,9.47,8.44,7.43,9.91,65.72,72.51,73.58,73.7,10.13,10.87,8.27,6.48,7.55,11.9,55.0,65.84,65.91,63.54,10.63,13.82,12.22,11.74,11.65,12706000,3967.8,-10496.33
Fort Lewis College,1057.0,85.57,18.69,28.64,39.28,30.85,69.15,1.05,29.8,0.0,4.49,7.69,11.32,8.33,2016.0,9439.0,7468.0,1016.0,149.0,140.0,1087.0,22.97,30.64,45.22,48.96,48.69,18.92,26.01,22.29,26.04,19.9,8.89,24.24,38.25,41.54,43.71,27.78,28.74,23.92,21.17,17.14,12.8,26.05,41.58,51.79,46.95,24.4,27.97,21.99,17.59,16.13,10.98,25.29,38.46,38.84,43.79,26.89,28.29,24.44,24.37,18.46,12718500,3727.59,-10786.74
Colorado Mesa University,1088.0,68.87,24.33,25.8,36.28,39.38,60.62,3.84,35.54,0.0,1.73,4.07,7.64,8.61,1609.0,9454.0,8937.0,1148.0,120.0,135.0,771.0,16.03,21.28,24.25,29.74,28.0,38.15,40.37,40.08,39.71,35.14,6.37,18.99,29.51,30.55,32.03,32.85,33.37,33.8,33.18,28.51,8.27,25.57,35.3,36.87,37.19,25.18,28.79,30.11,26.6,22.28,8.57,17.62,26.0,28.16,28.98,37.28,37.22,36.91,37.66,32.91,12755600,3908.06,-10855.33
Metropolitan State University of Denver,1037.0,66.19,46.03,28.86,46.04,40.47,59.53,5.7,34.76,2.79,4.04,5.58,8.41,8.2,2297.0,8869.0,8023.0,1714.0,549.0,296.0,1132.0,18.93,29.21,34.32,36.3,35.62,26.49,26.64,28.42,28.21,26.77,7.74,19.22,27.62,34.81,33.92,34.1,31.93,30.57,30.0,26.94,14.33,26.27,33.77,38.14,38.52,26.44,27.9,26.28,26.59,24.44,11.7,22.97,29.69,34.67,33.6,32.48,30.05,30.72,29.97,27.62,12756500,3974.42,-10500.5
University of Northern Colorado,1104.0,68.12,17.47,22.09,30.14,35.17,64.83,4.14,31.03,0.0,3.25,6.31,9.54,11.75,2113.0,9160.0,8495.0,1426.0,255.0,255.0,1074.0,43.58,57.33,60.97,63.03,56.61,12.57,13.6,14.03,12.9,12.78,9.84,35.8,47.39,53.14,48.53,15.03,15.78,16.63,12.11,12.35,15.94,44.83,57.02,60.03,55.46,11.99,11.73,13.46,10.27,8.81,15.27,36.82,46.51,52.89,47.45,15.78,17.1,17.41,13.09,14.07,12774100,4041.09,-10469.28
Regis University,1174.0,45.61,58.56,18.16,34.23,36.0,64.0,4.06,31.94,0.0,7.39,7.26,10.51,15.32,2156.0,9003.0,8224.0,1352.0,508.0,319.0,1105.0,27.18,29.64,42.01,45.75,37.21,26.18,29.45,21.53,20.39,23.7,6.96,20.86,37.79,56.08,61.61,16.24,40.77,29.34,16.91,12.28,19.8,26.83,48.32,58.39,50.62,17.16,37.5,23.24,14.29,17.04,14.34,25.04,36.3,45.0,42.69,22.73,32.94,25.63,21.41,21.29,12791800,3978.82,-10503.08
Colorado State University Pueblo,1046.0,68.6,27.55,28.43,39.5,40.87,59.13,3.38,37.49,0.0,0.0,6.14,7.65,26.18,1383.0,9361.0,8038.0,2557.0,393.0,163.0,721.0,29.71,42.31,44.75,44.07,16.81,19.81,16.67,19.14,16.38,8.98,7.52,21.3,35.27,40.32,36.81,22.57,22.37,22.57,20.1,16.48,14.34,29.32,48.03,44.65,29.02,19.25,17.59,20.47,15.13,11.38,14.6,26.12,35.09,40.49,26.01,22.59,22.0,21.93,20.13,12.98,12810600,3830.86,-10457.9
United States Air Force Academy,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12832800,3901.1,-10489.14
Western Colorado University,1143.0,0.0,14.5,0.0,28.77,24.97,75.03,0.0,0.0,0.0,0.0,0.0,14.08,12.29,2195.0,9256.0,8708.0,1118.0,296.0,199.0,1098.0,24.44,26.56,40.51,55.17,40.54,28.89,35.94,30.38,24.14,28.38,8.91,29.73,38.76,47.78,41.58,21.12,23.34,26.36,16.5,15.59,10.47,34.04,43.86,51.87,48.11,16.75,22.34,25.15,16.58,13.51,10.53,26.15,36.27,46.57,37.2,25.91,26.86,28.14,18.05,20.14,12839100,3854.99,-10691.91
University of Bridgeport,1040.0,57.7,37.87,36.79,44.71,42.43,57.57,4.7,37.73,0.0,0.0,6.39,9.87,12.11,1386.0,7649.0,6030.0,1943.0,2367.0,333.0,941.0,37.13,47.87,49.14,55.41,63.28,16.54,13.83,18.21,16.24,15.41,9.32,32.5,37.5,43.04,39.91,19.66,18.93,24.55,16.61,15.13,15.67,48.33,48.67,50.81,52.8,17.16,15.83,21.24,14.52,12.8,18.54,36.06,40.89,46.93,48.58,18.96,17.37,22.2,16.8,15.72,12874400,4116.47,-7319.02
Central Connecticut State University,1067.0,68.61,21.34,23.31,32.97,38.75,61.25,2.61,36.14,0.0,3.1,5.64,6.92,10.14,1686.0,8687.0,8357.0,826.0,802.0,222.0,1132.0,29.31,50.0,51.05,57.96,57.23,16.42,12.98,14.64,16.35,14.46,11.95,35.54,50.28,59.03,54.79,16.81,15.55,15.4,14.01,13.98,14.53,40.37,54.39,60.32,57.17,13.22,11.8,11.96,13.16,13.18,15.79,38.59,49.21,58.35,54.78,17.77,15.84,16.27,14.92,14.35,12877100,4169.25,-7276.6
Connecticut College,1416.0,0.0,0.0,0.0,19.07,14.04,85.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2244.0,8597.0,8202.0,897.0,750.0,397.0,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.77,83.97,86.93,83.62,0.0,0.0,0.0,0.0,0.0,0.0,84.11,77.78,87.5,81.42,0.0,0.0,0.0,0.0,0.0,12890200,4137.98,-7210.73
University of Connecticut,1337.0,76.32,10.18,19.77,25.53,26.65,73.35,1.94,24.71,0.0,2.44,5.21,6.9,9.67,1864.0,8751.0,8486.0,710.0,717.0,261.0,1307.0,40.29,62.92,70.15,68.5,64.74,9.57,8.88,9.18,10.5,11.13,12.91,60.63,74.04,76.84,74.23,8.06,8.35,7.22,6.68,5.75,15.14,68.58,78.9,80.13,78.23,6.01,6.1,4.41,5.54,5.56,15.08,55.79,70.16,73.49,69.91,9.55,9.89,9.43,7.98,6.86,12902000,4180.91,-7224.99
Fairfield University,1315.0,51.85,4.24,11.81,13.51,16.54,83.46,1.14,15.4,0.0,4.95,7.02,9.56,13.74,2258.0,8700.0,8676.0,651.0,523.0,364.0,1624.0,67.74,61.54,0.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,5.12,73.95,0.0,0.0,79.21,0.0,0.0,0.0,0.0,0.0,7.89,73.51,83.77,83.14,81.18,0.0,2.97,2.9,0.0,0.0,8.78,72.94,80.94,80.89,75.72,0.0,3.63,4.68,0.0,0.0,12924200,4115.77,-7325.59
University of Hartford,1185.0,69.12,8.43,18.9,23.13,28.69,71.31,1.29,27.4,0.0,4.36,9.41,11.03,18.17,1947.0,8541.0,8090.0,804.0,964.0,358.0,1343.0,32.67,38.74,43.12,52.21,51.22,15.84,16.22,11.93,13.97,17.07,5.51,40.51,52.01,57.25,52.83,14.3,16.24,13.76,10.18,8.58,9.03,48.69,55.68,60.26,59.04,10.88,12.3,14.55,8.42,5.82,6.99,36.48,49.01,54.81,49.05,16.27,18.06,13.12,11.74,11.4,12952500,4179.86,-7271.52
University of New Haven,1200.0,72.27,9.37,16.64,21.86,28.56,71.44,1.7,26.87,0.0,5.99,9.2,15.49,16.39,1715.0,8804.0,8443.0,710.0,775.0,276.0,1167.0,26.0,50.42,53.78,60.93,63.58,14.0,12.61,19.33,13.91,11.26,5.3,52.17,63.99,58.47,59.42,13.57,11.8,9.63,10.59,8.68,7.93,58.27,68.14,64.35,67.9,12.5,9.76,8.31,9.47,4.94,6.21,49.22,60.91,56.49,56.68,14.03,12.81,11.48,11.62,10.54,12994100,4129.13,-7296.15
University of Saint Joseph,1109.0,63.58,28.33,25.39,36.21,42.22,57.78,4.48,37.74,0.0,0.0,0.0,11.0,0.0,1719.0,8609.0,8056.0,899.0,1018.0,221.0,1166.0,29.79,48.61,55.7,74.36,59.15,0.0,16.67,0.0,0.0,0.0,6.37,53.16,53.66,58.79,75.52,0.0,13.29,0.0,0.0,0.0,0.0,60.38,60.0,58.33,76.27,0.0,0.0,0.0,0.0,0.0,0.0,49.15,52.96,65.0,69.61,0.0,0.0,0.0,0.0,0.0,13031400,4178.1,-7272.97
Trinity College,1409.0,75.61,8.3,16.56,21.46,17.85,82.15,2.15,15.7,0.0,0.0,0.0,0.0,0.0,2155.0,8308.0,7643.0,1047.0,1154.0,432.0,1642.0,0.0,0.0,46.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.86,81.41,83.56,82.96,0.0,0.0,0.0,0.0,0.0,0.0,77.19,83.9,89.47,80.0,0.0,0.0,0.0,0.0,0.0,13059000,4174.75,-7269.09
United States Coast Guard Academy,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13062400,4137.58,-7210.16
Wesleyan University,1426.0,0.0,5.5,0.0,29.05,19.6,80.4,3.65,15.95,0.0,0.0,0.0,0.0,0.0,2290.0,8213.0,7636.0,1040.0,1002.0,605.0,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,92.61,94.25,89.18,88.39,0.0,0.0,0.0,0.0,0.0,7.89,90.13,90.45,89.83,90.72,0.0,0.0,0.0,0.0,0.0,13069700,4155.47,-7265.71
Yale University,1526.0,0.0,2.33,0.0,31.74,25.0,75.0,4.76,20.24,0.0,0.0,0.0,0.0,0.0,2222.0,8254.0,7343.0,1241.0,1124.0,660.0,1625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.99,88.44,94.2,89.07,22.92,6.17,0.0,0.0,0.0,0.0,78.46,86.11,91.46,91.38,23.98,12.31,0.0,0.0,0.0,13079400,4131.12,-7292.67
University of Delaware,1260.0,77.29,3.58,11.2,13.56,17.09,82.91,0.86,16.23,0.0,2.52,4.68,6.23,9.14,2028.0,9017.0,8237.0,474.0,1056.0,353.0,1323.0,39.52,45.52,62.04,64.46,59.48,12.9,16.42,12.96,8.26,16.38,10.1,63.73,75.04,79.42,79.49,6.93,7.2,7.81,5.61,4.55,8.61,69.02,80.48,82.65,81.5,5.44,5.63,4.91,3.42,3.86,13.67,56.68,68.53,75.28,75.89,8.8,9.63,11.15,7.85,6.16,13094300,3967.96,-7575.28
American University,1381.0,74.55,4.49,15.04,17.71,15.63,84.37,1.24,14.4,0.0,8.53,8.73,11.85,10.63,2203.0,8729.0,8026.0,707.0,998.0,458.0,1550.0,0.0,43.64,51.79,52.63,65.22,0.0,0.0,0.0,0.0,0.0,0.0,70.01,76.17,79.09,76.48,0.0,0.0,0.0,0.0,0.0,11.6,73.4,76.68,80.79,78.24,6.27,4.46,4.83,4.11,4.18,10.27,63.08,73.12,74.0,73.33,7.39,6.49,6.98,5.74,6.13,13115900,3893.6,-7708.89
